output_state,experiment,diagnosis
xx,103184552944414043_micro_set0_PLT_VIL_v1,batch_size>dataset_size
xx,103762592480278384_micro_set0_BRD_v1,NoCUDA
xx,103803642350621362_micro_set2_AWA_v1,NoCUDA
xx,103928587654824911_micro_set0_SPT_v1,NoCUDA
xx,10418691291570043_micro_set0_BCT_v1,NoCUDA
xx,104412890546033063_micro_set2_AWA_v1,NoCUDA
xx,104436354463255200_micro_set0_MD_MIX_v1,NoCUDA
xx,104565548055502628_micro_set1_APL_v1,NoCUDA
ok,104449439498554289_micro_set2_PLT_DOC_v1,success
xx,104644123037757055_micro_set1_DOG_v1,NoCUDA
xx,10531345681902461_micro_set0_FLW_v1,AMP
xx,107129798657881982_micro_set1_PNU_v1,NoCUDA
xx,107308798366653742_micro_set0_TEX_v1,NoCUDA
xx,107513085938561179_micro_set1_DOG_v1,diverged
xx,10896322529714181_micro_set2_ACT_410_v1,diverged
xx,109074602699507404_micro_set1_PNU_v1,diverged
ok,109473174602655523_micro_set2_RSD_v1,success
ok,109483860633104040_micro_set1_PNU_v1,success
ok,110221533437268957_micro_set1_MD_5_BIS_v1,success
ok,110615075798670054_micro_set2_RSD_v1,success
ok,111009347805074810_micro_set2_PLT_DOC_v1,success
ok,111345542427997539_micro_set1_MED_LF_v1,success
ok,111554506433028803_micro_set2_MD_6_v1,success
xx,11176648740487744_micro_set1_INS_2_v1,batch_size>dataset_size
ok,111826919517727942_micro_set1_ACT_40_v1,success
xx,11307935556209641_micro_set1_PLT_NET_v1,AMP
ok,114636843489509168_micro_set0_BRD_v1,success
xx,11532279393789497_micro_set1_ACT_40_v1,batch_size>dataset_size
ok,11646866914439090_micro_set2_RSD_v1,success
ok,116678857123127406_micro_set1_PLT_NET_v1,success
ok,116967584400112995_micro_set1_MD_5_BIS_v1,success
ok,11779897739860234_micro_set0_BCT_v1,success
ok,118202278518970531_micro_set1_MD_5_BIS_v1,success
ok,11842525431813255_micro_set0_PLK_v1,success
ok,11894483721835378_micro_set1_RSICB_v1,success
ok,11967270874595900_micro_set1_INS_2_v1,success
ok,119959374935522466_micro_set0_FLW_v1,success
xx,120804579338893324_micro_set1_MED_LF_v1,batch_size>dataset_size
ok,12107015967032032_micro_set1_MED_LF_v1,success
xx,12096950656405587_micro_set0_MD_MIX_v1,diverged
ok,121278013117631267_micro_set2_PLT_DOC_v1,success
ok,12204208789130624_micro_set0_BCT_v1,success
ok,122278862930794664_micro_set1_RSICB_v1,success
ok,12242330851157204_micro_set0_PLT_VIL_v1,success
ok,122684687635307757_micro_set0_RESISC_v1,success
ok,12313088415204053_micro_set1_APL_v1,success
ok,12319018061734507_micro_set2_PLT_DOC_v1,success
ok,123228105561702436_micro_set1_INS_2_v1,success
ok,123530703062259679_micro_set2_RSD_v1,success
xx,124888633279175195_micro_set0_MD_MIX_v1,batch_size>dataset_size
xx,12508751516385361_micro_set2_BTS_v1,OOM
ok,12563718874889264_micro_set2_PLT_DOC_v1,success
ok,126275714793657050_micro_set1_APL_v1,success
ok,126417535118535268_micro_set2_MD_6_v1,success
xx,1265254947522081_micro_set1_DOG_v1,cuDNN_error
ok,126537826322027043_micro_set0_BCT_v1,success
xx,1266003044142911_micro_set0_TEX_v1,batch_size>dataset_size
xx,127402063904104231_micro_set1_MED_LF_v1,cuDNN_error
ok,12787999212949700_micro_set1_MED_LF_v1,success
xx,12823084621490560_micro_set0_SPT_v1,batch_size>dataset_size
ok,128322036224632771_micro_set2_RSD_v1,success
xx,128437241453972321_micro_set1_DOG_v1,AMP
xx,12878756616328363_micro_set1_MD_5_BIS_v1,OOM
xx,128457425482383913_micro_set1_APL_v1,AMP
xx,129377621517588561_micro_set2_INS_v1,OOM
ok,13113197646534828_micro_set1_TEX_DTD_v1,success
xx,12977673069966627_micro_set0_SPT_v1,OOM
ok,132561785599098408_micro_set1_TEX_DTD_v1,success
ok,13305354709568678_micro_set0_BCT_v1,success
ok,133672334760010244_micro_set0_SPT_v1,success
ok,13376630569270223_micro_set1_DOG_v1,success
ok,13652500971053667_micro_set1_PLT_NET_v1,success
ok,138724672034348304_micro_set0_MD_MIX_v1,success
xx,13935445219442662_micro_set1_MED_LF_v1,batch_size>dataset_size
xx,14183451438433633_micro_set2_ACT_410_v1,diverged
ok,14187362628070257_micro_set2_AWA_v1,success
ok,14417063895003436_micro_set0_SPT_v1,success
ok,144736143392187834_micro_set1_PNU_v1,success
xx,14592940455995548_micro_set1_TEX_DTD_v1,batch_size>dataset_size
ok,146251042865301028_micro_set1_INS_2_v1,success
ok,14689431070522344_micro_set2_PRT_v1,success
xx,14724013728496479_micro_set2_PRT_v1,AMP
ok,14831127903620965_micro_set2_TEX_ALOT_v1,success
ok,14847387399025689_micro_set0_TEX_v1,success
ok,149015392828665879_micro_set2_PRT_v1,success
ok,14903266149504266_micro_set0_BCT_v1,success
ok,14919800567277964_micro_set0_PLK_v1,success
ok,15027740187227658_micro_set0_PLT_VIL_v1,success
xx,150816740067375982_micro_set2_ACT_410_v1,batch_size>dataset_size
ok,15115403953884415_micro_set0_CRS_v1,success
ok,15181179816806702_micro_set0_TEX_v1,success
xx,15115403953884415_micro_set0_CRS_v1,success
ok,152373394514365_micro_set0_TEX_v1,success
ok,15242358260369384_micro_set0_SPT_v1,success
xx,15264027385863713_micro_set1_INS_2_v1,batch_size>dataset_size
ok,15306059514570006_micro_set0_TEX_v1,success
xx,153760958067927346_micro_set1_RSICB_v1,batch_size>dataset_size
ok,15418660139883877_micro_set2_INS_v1,success
xx,15429036318974661_micro_set0_MD_MIX_v1,OOM
xx,15502031787700150_micro_set2_BTS_v1,batch_size>dataset_size
ok,15572489685102999_micro_set1_INS_2_v1,success
ok,15542244776597792_micro_set2_ACT_410_v1,success
ok,15596274416760514_micro_set0_CRS_v1,success
ok,156183187008790013_micro_set2_MD_6_v1,success
ok,15934291324065469_micro_set2_INS_v1,success
xx,15956165892799754_micro_set0_BRD_v1,OOM
xx,160027382847206800_micro_set2_MD_6_v1,OOM
xx,16005852960606739_micro_set0_BRD_v1,diverged
xx,16110063673450472_micro_set1_PNU_v1,OOM
xx,16154430833664179_micro_set2_PRT_v1,batch_size>dataset_size
ok,1626466199440272_micro_set0_TEX_v1,success
xx,162832986362650375_micro_set0_BRD_v1,AMP
ok,164849429335812120_micro_set2_RSD_v1,success
ok,164750108942092530_micro_set2_AWA_v1,success
xx,165360962357399465_micro_set2_RSD_v1,batch_size>dataset_size
ok,166479346190718525_micro_set0_PLT_VIL_v1,success
xx,16648765125464250_micro_set0_BCT_v1,OOM
xx,16724569759153049_micro_set0_FLW_v1,AMP
ok,16662339208596574_micro_set1_PNU_v1,success
ok,16726317458627200_micro_set1_INS_2_v1,success
ok,167444796419363607_micro_set1_DOG_v1,success
xx,16837845405181629_micro_set1_INS_2_v1,AMP
ok,168404102056508512_micro_set1_MED_LF_v1,success
ok,16872618043033292_micro_set2_RSD_v1,success
ok,16880871940287284_micro_set2_PLT_DOC_v1,success
xx,17307782522394550_micro_set1_RSICB_v1,batch_size>dataset_size
ok,174332253012443575_micro_set2_ACT_410_v1,success
xx,17471933381675861_micro_set0_CRS_v1,batch_size>dataset_size
xx,174657139646476191_micro_set1_MED_LF_v1,AMP
xx,175017046173207874_micro_set2_BTS_v1,batch_size>dataset_size
xx,17525258636853472_micro_set0_BRD_v1,batch_size>dataset_size
xx,17584572651865220_micro_set1_RSICB_v1,OOM
ok,17695002655537046_micro_set2_ACT_410_v1,success
xx,1775467835899088_micro_set2_INS_v1,OOM
ok,177607638209569217_micro_set2_INS_v1,success
ok,17808806541745713_micro_set2_BTS_v1,success
ok,17869967140534544_micro_set1_RSICB_v1,success
ok,17857160306007870_micro_set0_RESISC_v1,success
ok,181049026720307402_micro_set1_RSICB_v1,success
ok,18192862611332641_micro_set0_FLW_v1,success
xx,18159120935425310_micro_set0_CRS_v1,success
ok,18319098499799932_micro_set0_PLT_VIL_v1,success
xx,18378585746401696_micro_set2_TEX_ALOT_v1,batch_size>dataset_size
ok,18378815631773411_micro_set2_ACT_410_v1,success
ok,184269197218988898_micro_set2_ACT_410_v1,success
xx,18513791204195428_micro_set1_PLT_NET_v1,batch_size>dataset_size
ok,18664494902754467_micro_set0_BRD_v1,success
xx,186974206064837619_micro_set2_INS_v1,AMP
xx,185802204182859051_micro_set2_RSD_v1,AMP
xx,18726536150154574_micro_set0_FLW_v1,batch_size>dataset_size
ok,18744377994879537_micro_set0_SPT_v1,success
xx,18709617918834863_micro_set1_RSICB_v1,OOM
xx,188154504901200724_micro_set2_BTS_v1,OOM
ok,188514859335899620_micro_set0_RESISC_v1,success
xx,18915368584412563_micro_set1_ACT_40_v1,AMP
ok,18919707957580532_micro_set1_INS_2_v1,success
ok,18995363312173017_micro_set0_TEX_v1,success
ok,18995363312173017_micro_set0_TEX_v1,success
xx,190724977382220424_micro_set1_RSICB_v1,success
ok,192011058559600078_micro_set2_FNG_v1,success
ok,192260223167352774_micro_set2_MD_6_v1,success
xx,19300641488870637_micro_set0_CRS_v1,diverged
ok,19308582905850310_micro_set0_CRS_v1,success
ok,19360187080209792_micro_set1_DOG_v1,success
ok,19479164976227537_micro_set2_PRT_v1,success
ok,19508483859357548_micro_set0_SPT_v1,success
ok,19628916372295465_micro_set2_PLT_DOC_v1,success
ok,19633290347345823_micro_set0_PLK_v1,success
xx,19697799935750937_micro_set0_PLK_v1,AMP
ok,197396056095183270_micro_set1_PLT_NET_v1,success
ok,19734258129757852_micro_set0_BRD_v1,success
ok,19776545015704319_micro_set0_BRD_v1,success
xx,19934929679861753_micro_set1_MD_5_BIS_v1,batch_size>dataset_size
ok,19965442616008345_micro_set2_PRT_v1,success
xx,1996251624098431_micro_set2_PRT_v1,AMP
ok,20195454601969251_micro_set2_PLT_DOC_v1,success
ok,20380851123398851_micro_set0_PLK_v1,success
xx,20404545372502261_micro_set0_BRD_v1,AMP
xx,20530260665718504_micro_set0_TEX_v1,OOM
ok,205391217604367445_micro_set2_ACT_410_v1,success
xx,20649432784029343_micro_set0_TEX_v1,diverged
xx,20694965423520292_micro_set0_PLK_v1,batch_size>dataset_size
xx,20749026095225031_micro_set2_BTS_v1,AMP
ok,207892780451126469_micro_set0_PLT_VIL_v1,success
ok,20814058693946002_micro_set0_PLK_v1,success
xx,21000448431010277_micro_set1_DOG_v1,batch_size>dataset_size
ok,21188222783904542_micro_set0_RESISC_v1,success
ok,21210679480129190_micro_set0_RESISC_v1,success
xx,21212418873103945_micro_set1_DOG_v1,AMP
ok,21225266100743822_micro_set2_ACT_410_v1,success
ok,21255960493899074_micro_set2_ACT_410_v1,success
ok,21265870444946165_micro_set2_TEX_ALOT_v1,success
xx,21390189961928251_micro_set1_PNU_v1,NoCUDA
ok,2126590510499403_micro_set0_BRD_v1,success
ok,2149227385329133_micro_set0_FLW_v1,success
xx,21581021548095377_micro_set1_DOG_v1,NoCUDA
xx,217355415052412893_micro_set2_BTS_v1,NoCUDA
ok,21631248846002989_micro_set2_MD_6_v1,success
ok,21744713618303250_micro_set2_INS_v1,success
ok,218080620225136424_micro_set2_TEX_ALOT_v1,success
ok,21897009349963561_micro_set0_PLT_VIL_v1,success
ok,21926727543636975_micro_set2_AWA_v1,success
ok,2196929350348093_micro_set1_MD_5_BIS_v1,success
ok,21983246392091035_micro_set2_MD_6_v1,success
ok,22076698918687509_micro_set2_BTS_v1,success
ok,2209599747700868_micro_set0_PLK_v1,success
ok,220994189585176215_micro_set1_INS_2_v1,success
ok,2218336327808000_micro_set1_INS_2_v1,success
ok,22293639178954897_micro_set0_PLK_v1,success
ok,223029994131068752_micro_set1_INS_2_v1,success
ok,22305128437331045_micro_set2_FNG_v1,success
ok,22372547401009346_micro_set1_RSICB_v1,success
ok,2239607932048220_micro_set1_RSICB_v1,success
ok,22434516310285843_micro_set1_RSICB_v1,success
xx,22476794259189287_micro_set0_BRD_v1,OOM
xx,2276213133096178_micro_set0_BRD_v1,batch_size>dataset_size
xx,227661788845136501_micro_set2_RSD_v1,batch_size>dataset_size
ok,22764133460508596_micro_set1_MED_LF_v1,success
ok,227776555421163477_micro_set2_FNG_v1,success
ok,22810932840302659_micro_set1_INS_2_v1,success
xx,227215010950663391_micro_set0_FLW_v1,OOM
ok,229330763829075920_micro_set0_PLT_VIL_v1,success
xx,23019797184162769_micro_set1_PNU_v1,OOM
ok,23143236617213288_micro_set1_APL_v1,success
ok,2331099160200451_micro_set1_RSICB_v1,success
ok,234112116023496540_micro_set2_FNG_v1,success
ok,234488564581382366_micro_set1_MED_LF_v1,success
xx,236353825286873901_micro_set0_CRS_v1,AMP
xx,23858873886603383_micro_set2_ACT_410_v1,batch_size>dataset_size
ok,23964119343470453_micro_set2_FNG_v1,success
ok,23945582065971847_micro_set0_RESISC_v1,success
ok,240264045468189915_micro_set2_MD_6_v1,success
xx,23519594090990662_micro_set1_INS_2_v1,success
xx,24371072883152065_micro_set1_PLT_NET_v1,AMP
ok,24317185434482641_micro_set1_DOG_v1,success
xx,244044753204553397_micro_set2_ACT_410_v1,batch_size>dataset_size
ok,244283848289971831_micro_set1_ACT_40_v1,success
ok,24601568503875642_micro_set0_PLK_v1,success
ok,24977046746377920_micro_set1_RSICB_v1,success
xx,25021339797091969_micro_set1_PNU_v1,OOM
xx,250440310978979976_micro_set0_TEX_v1,OOM
xx,25146651527379736_micro_set1_APL_v1,batch_size>dataset_size
xx,2530507384342709_micro_set1_RSICB_v1,batch_size>dataset_size
xx,25431181906693697_micro_set0_CRS_v1,batch_size>dataset_size
ok,2547994939772137_micro_set1_APL_v1,success
xx,255275862981737855_micro_set1_MD_5_BIS_v1,diverged
ok,255751837889599008_micro_set0_RESISC_v1,success
xx,25600848175767384_micro_set2_RSD_v1,OOM
ok,256411730487086451_micro_set0_BCT_v1,success
ok,257350527201314620_micro_set1_INS_2_v1,success
xx,258136654531087124_micro_set0_FLW_v1,success
ok,25840978725710181_micro_set2_PLT_DOC_v1,success
ok,25844013145982880_micro_set0_TEX_v1,success
ok,25887852894580963_micro_set2_FNG_v1,success
ok,25944534896843828_micro_set1_RSICB_v1,success
ok,25959323476649340_micro_set1_MED_LF_v1,success
ok,2596125947676972_micro_set0_BCT_v1,success
xx,26071533950328526_micro_set2_FNG_v1,OOM
ok,2640692126730496_micro_set0_BRD_v1,success
ok,26545429374632319_micro_set0_RESISC_v1,success
ok,267852723874992014_micro_set1_ACT_40_v1,success
ok,26867959471240006_micro_set0_BRD_v1,success
ok,270070643027694192_micro_set2_PLT_DOC_v1,success
xx,2691641768641637_micro_set0_PLT_VIL_v1,OOM
ok,27128121773722983_micro_set1_DOG_v1,success
ok,27195437120445246_micro_set2_BTS_v1,success
ok,27245515114777582_micro_set1_MD_5_BIS_v1,success
ok,27362483218605805_micro_set2_TEX_ALOT_v1,success
xx,27386247962895902_micro_set1_TEX_DTD_v1,success
xx,274993839733304513_micro_set2_BTS_v1,cuDNN_error
ok,27609914670453696_micro_set2_RSD_v1,success
ok,276510605490542174_micro_set2_PLT_DOC_v1,success
ok,27666283593336698_micro_set1_TEX_DTD_v1,success
xx,27674296603808385_micro_set1_DOG_v1,AMP
ok,2791543962924994_micro_set1_APL_v1,success
ok,279881315131776318_micro_set1_MD_5_BIS_v1,success
xx,283881737186725977_micro_set1_RSICB_v1,AMP
ok,10064088771022210_micro_set1_INS_2_v1,success
xx,101008085095368131_micro_set0_PLK_v1,AMP
ok,10069408305057294_micro_set2_FNG_v1,success
ok,100792204074428891_micro_set1_INS_2_v1,success
xx,100867773310318395_micro_set2_PRT_v1,AMP
xx,28702093876693825_micro_set1_DOG_v1,AMP
xx,101042363122732959_micro_set1_ACT_40_v1,OOM
ok,28766055060806708_micro_set1_DOG_v1,success
ok,101233308578836232_micro_set0_PLK_v1,success
ok,10207461071584764_micro_set0_TEX_v1,success
xx,101887419539863251_micro_set0_SPT_v1,OOM
xx,28805993802827297_micro_set2_BTS_v1,batch_size>dataset_size
ok,28934423760389244_micro_set2_INS_v1,success
ok,28985281059947865_micro_set2_PRT_v1,success
xx,2912540150672861_micro_set0_SPT_v1,AMP
ok,29221533259129066_micro_set0_TEX_v1,success
xx,29225963878758061_micro_set0_PLK_v1,OOM
ok,29591534746898589_micro_set0_MD_MIX_v1,success
ok,29601195734144161_micro_set0_TEX_v1,success
ok,29630053658635368_micro_set2_MD_6_v1,success
ok,29778781473833061_micro_set2_INS_v1,success
ok,30031805545335490_micro_set1_TEX_DTD_v1,success
ok,30170319608294941_micro_set1_APL_v1,success
ok,30306242527099878_micro_set1_ACT_40_v1,success
ok,30531669707919614_micro_set1_MD_5_BIS_v1,success
xx,102385025054285818_micro_set1_MD_5_BIS_v1,NoCUDA
xx,10272260274629091_micro_set0_MD_MIX_v1,NoCUDA
xx,103116179614148495_micro_set0_PLK_v1,NoCUDA
xx,10333194628139728_micro_set1_DOG_v1,NoCUDA
xx,103738728459268691_micro_set2_MD_6_v1,NoCUDA
xx,10375821800520623_micro_set1_PNU_v1,NoCUDA
ok,103801909989522244_micro_set2_PLT_DOC_v1,success
xx,30602807310629375_micro_set1_PNU_v1,batch_size>dataset_size
xx,10382817040340026_micro_set0_BCT_v1,NoCUDA
ok,30657244744390621_micro_set2_AWA_v1,success
xx,103983981429094228_micro_set0_FLW_v1,NoCUDA
xx,104355164295383178_micro_set2_INS_v1,NoCUDA
xx,10442945392419088_micro_set2_INS_v1,NoCUDA
xx,10453299174091674_micro_set1_DOG_v1,NoCUDA
ok,30816616454001742_micro_set0_PLT_VIL_v1,success
xx,104578784538350203_micro_set1_TEX_DTD_v1,NoCUDA
xx,104733655692864156_micro_set1_INS_2_v1,NoCUDA
ok,104872940363547915_micro_set1_DOG_v1,success
xx,105216879523536586_micro_set0_BCT_v1,NoCUDA
ok,106160353232239188_micro_set0_FLW_v1,success
ok,10660352685477574_micro_set0_PLT_VIL_v1,success
ok,3106098290838484_micro_set0_BCT_v1,success
xx,31072821873307180_micro_set0_SPT_v1,batch_size>dataset_size
ok,3111739300402023_micro_set2_PRT_v1,success
ok,31186310609156015_micro_set2_PRT_v1,success
xx,31255639248419793_micro_set0_RESISC_v1,AMP
xx,10682720300351158_micro_set0_FLW_v1,batch_size>dataset_size
ok,10709522953844585_micro_set2_PLT_DOC_v1,success
ok,313341537424652156_micro_set1_INS_2_v1,success
xx,31311055570507978_micro_set1_ACT_40_v1,OOM
xx,3141598309860976_micro_set1_RSICB_v1,batch_size>dataset_size
ok,31486977796219508_micro_set1_RSICB_v1,success
ok,3152406689109886_micro_set0_BRD_v1,success
ok,31634567501282786_micro_set1_TEX_DTD_v1,success
xx,107447301546292657_micro_set0_FLW_v1,OOM
ok,10797665365270370_micro_set2_PRT_v1,success
ok,108233991511999785_micro_set0_PLK_v1,success
xx,31714653671345099_micro_set0_BRD_v1,AMP
ok,108783167871063662_micro_set0_BCT_v1,success
ok,317578086414636953_micro_set2_RSD_v1,success
xx,31772398005909178_micro_set2_PLT_DOC_v1,batch_size>dataset_size
ok,318268278125990140_micro_set2_PRT_v1,success
ok,31997652443282893_micro_set2_FNG_v1,success
xx,31998402788703_micro_set2_AWA_v1,AMP
xx,3221470473223409_micro_set1_PLT_NET_v1,batch_size>dataset_size
ok,108958629010356510_micro_set2_PRT_v1,success
xx,323089014621560519_micro_set2_TEX_ALOT_v1,diverged
xx,108961191800846007_micro_set2_FNG_v1,AMP
xx,109448860622147819_micro_set2_RSD_v1,batch_size>dataset_size
xx,10960253178382505_micro_set0_BCT_v1,AMP
xx,323719742426105951_micro_set0_PLK_v1,batch_size>dataset_size
xx,32507843483952538_micro_set1_PLT_NET_v1,batch_size>dataset_size
ok,110181972889870060_micro_set1_ACT_40_v1,success
ok,11041425383980231_micro_set1_MED_LF_v1,success
xx,110640707489925317_micro_set2_PRT_v1,AMP
ok,110993101986087815_micro_set2_BTS_v1,success
xx,111008273690591405_micro_set2_PRT_v1,batch_size>dataset_size
ok,111056488112162772_micro_set2_INS_v1,success
xx,32869771299699387_micro_set2_TEX_ALOT_v1,AMP
ok,32878106309006802_micro_set2_PRT_v1,success
ok,3281454981442040_micro_set1_ACT_40_v1,success
ok,33000458711487693_micro_set1_RSICB_v1,success
ok,33067923140440212_micro_set2_RSD_v1,success
ok,33127670089364604_micro_set2_FNG_v1,success
ok,332591498288785105_micro_set0_FLW_v1,success
ok,33260833310488408_micro_set0_FLW_v1,success
xx,330795445978963114_micro_set2_PRT_v1,OOM
ok,334426668978393504_micro_set0_PLT_VIL_v1,success
xx,33336325831711488_micro_set1_DOG_v1,success
xx,111688720132160969_micro_set1_APL_v1,batch_size>dataset_size
ok,111758544761131579_micro_set0_SPT_v1,success
xx,33696237681455308_micro_set2_MD_6_v1,batch_size>dataset_size
xx,3384992172407741_micro_set2_ACT_410_v1,batch_size>dataset_size
ok,34329319476220913_micro_set2_ACT_410_v1,success
xx,34056001759565512_micro_set0_PLK_v1,OOM
ok,34450236411676349_micro_set2_INS_v1,success
xx,345367985387925818_micro_set2_RSD_v1,OOM
ok,11232176506173553_micro_set0_PLT_VIL_v1,success
ok,1125550325891778_micro_set2_PRT_v1,success
ok,34822441434684820_micro_set1_RSICB_v1,success
xx,3481665266152499_micro_set1_INS_2_v1,AMP
xx,34840742457786659_micro_set0_PLK_v1,batch_size>dataset_size
ok,348968563338247694_micro_set1_PLT_NET_v1,success
ok,3498012943085777_micro_set1_MED_LF_v1,success
xx,11294369500828987_micro_set2_BTS_v1,AMP
xx,11329662492329588_micro_set1_PLT_NET_v1,AMP
xx,113929407652214051_micro_set0_CRS_v1,NoCUDA
xx,11407679792683570_micro_set2_RSD_v1,NoCUDA
xx,34981494091781560_micro_set1_APL_v1,batch_size>dataset_size
xx,114546017694267671_micro_set2_TEX_ALOT_v1,NoCUDA
xx,11476587544801791_micro_set2_PRT_v1,NoCUDA
xx,115102344148038249_micro_set2_INS_v1,NoCUDA
xx,115773527618818352_micro_set1_MD_5_BIS_v1,NoCUDA
xx,116274070191740364_micro_set2_MD_6_v1,NoCUDA
xx,116431692118239656_micro_set1_MED_LF_v1,NoCUDA
xx,116453613536578276_micro_set2_ACT_410_v1,NoCUDA
xx,11657417681790453_micro_set2_ACT_410_v1,NoCUDA
xx,116606916197637413_micro_set0_PLT_VIL_v1,NoCUDA
ok,117149812167292096_micro_set2_BTS_v1,success
ok,3506344555283198_micro_set2_ACT_410_v1,success
xx,117378106896719013_micro_set2_TEX_ALOT_v1,NoCUDA
ok,117169562334722844_micro_set1_DOG_v1,success
xx,117392600383046583_micro_set1_PLT_NET_v1,NoCUDA
xx,1180285331637454_micro_set2_MD_6_v1,batch_size>dataset_size
ok,117640019982003765_micro_set0_BCT_v1,success
ok,118365331027723443_micro_set1_PLT_NET_v1,success
xx,35557183312362359_micro_set2_FNG_v1,NoCUDA
ok,11841411722379396_micro_set2_MD_6_v1,success
ok,356569137431515757_micro_set0_SPT_v1,success
xx,357105393424694522_micro_set2_MD_6_v1,NoCUDA
ok,35763895248526339_micro_set2_PLT_DOC_v1,success
xx,35948481443584597_micro_set1_APL_v1,NoCUDA
ok,360039838852778807_micro_set1_RSICB_v1,success
ok,3637049094646590_micro_set1_DOG_v1,success
xx,3637529715119619_micro_set2_MD_6_v1,AMP
xx,360636705803146_micro_set1_MD_5_BIS_v1,OOM
xx,364846614852416713_micro_set0_RESISC_v1,OOM
xx,3682144931778142_micro_set1_MD_5_BIS_v1,batch_size>dataset_size
ok,36737788414269585_micro_set1_RSICB_v1,success
xx,36834059989734750_micro_set2_RSD_v1,OOM
xx,11860594279710226_micro_set1_RSICB_v1,batch_size>dataset_size
xx,118640280636692215_micro_set1_DOG_v1,diverged
ok,119311801752515423_micro_set0_BCT_v1,success
xx,119673713810985223_micro_set2_PRT_v1,diverged
